SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
JSBL,6.18,6.11,6.32,6.04,6.11,-0.07,-1.13%,"414,500"
SNBL,9.99,10.00,10.00,9.89,9.91,-0.08,-0.80%,"403,500"
SMBLDEF,2.00,2.04,2.05,2.00,2.02,0.02,1.00%,"370,000"
GTYR,77.05,77.10,78.00,76.20,76.36,-0.69,-0.90%,"357,500"
LUCK,673.01,674.50,675.50,669.00,673.98,0.97,0.14%,"352,073"
FABL,17.21,17.10,17.37,17.10,17.30,0.09,0.52%,"336,500"
MDTL,1.39,1.39,1.40,1.31,1.32,-0.07,-5.04%,"331,500"
ITTEFAQ,16.89,16.60,16.80,16.60,16.77,-0.12,-0.71%,"269,500"
INIL,152.14,151.51,153.40,151.00,151.65,-0.49,-0.32%,"259,000"
BGL,6.48,6.60,6.85,6.50,6.65,0.17,2.62%,"256,000"
CHCC,137.82,137.00,138.60,136.52,138.13,0.31,0.22%,"248,500"
GAIL,5.14,5.06,5.23,5.06,5.12,-0.02,-0.39%,"241,000"
SPL,23.09,23.01,23.75,22.75,23.01,-0.08,-0.35%,"226,500"
SEARL,235.02,235.12,236.05,232.30,232.89,-2.13,-0.91%,"223,588"
LPL,12.77,12.65,12.89,12.60,12.70,-0.07,-0.55%,"222,500"
PSMC,218.64,218.50,219.01,213.50,214.74,-3.90,-1.78%,"215,400"
GWLC,29.92,29.80,30.50,29.71,30.02,0.10,0.33%,"206,000"
CSAP,85.30,85.00,86.00,80.21,84.74,-0.56,-0.66%,"203,000"
PCAL,129.47,128.50,139.18,128.50,139.12,9.65,7.45%,"191,900"
EPQL,19.63,19.59,19.80,19.58,19.66,0.03,0.15%,"190,500"
CEPB,106.08,106.97,107.25,105.25,105.66,-0.42,-0.40%,"183,000"
PASL,0.86,0.82,0.87,0.82,0.86,0.00,0.00%,"181,500"
DFSM,1.99,1.96,2.03,1.94,1.95,-0.04,-2.01%,"166,000"
SPEL,44.40,45.00,45.59,44.12,44.72,0.32,0.72%,"165,500"
ICL,31.11,30.85,31.25,30.70,31.07,-0.04,-0.13%,"161,000"
KTML,58.00,58.00,58.50,57.00,57.00,-1.00,-1.72%,"151,500"
UBDL,31.17,31.80,33.50,30.55,33.50,2.33,7.48%,"149,500"
PACEDEF,2.96,3.00,3.00,2.88,2.98,0.03,1.02%,"147,500"
SEARLR1,63.63,64.00,64.26,61.00,61.71,-1.92,-3.02%,"136,300"
RPL,37.10,37.16,37.60,37.15,37.33,0.23,0.62%,"133,500"
GHNL,90.59,90.02,91.38,90.02,90.35,-0.24,-0.26%,"127,500"
ZTL,11.41,11.50,12.41,11.49,12.41,1.00,8.76%,"124,500"
PILDEF,1.55,1.55,1.59,1.50,1.53,-0.02,-1.29%,"124,000"
JUBSDEF,4.20,4.29,5.00,4.03,4.82,0.62,14.76%,"124,000"
TSPLXD,4.02,4.01,4.10,3.90,3.95,-0.07,-1.74%,"119,500"
FDIBL,1.95,1.95,1.95,1.94,1.94,-0.01,-0.51%,"118,500"
PAKRI,26.70,26.97,27.00,26.60,26.69,-0.01,-0.04%,"116,500"
BERG,82.61,84.00,88.80,84.00,88.80,6.19,7.49%,"116,500"
PKGP,18.25,18.10,18.88,18.09,18.25,0.00,0.00%,"115,500"
NCPL,13.69,13.80,13.95,13.60,13.87,0.18,1.31%,"106,500"
SMCPL,6.85,6.98,7.10,6.85,7.06,0.21,3.07%,"106,500"
HCAR,316.02,316.00,318.00,312.81,313.58,-2.44,-0.77%,"102,000"
PSX,14.35,14.64,14.64,14.16,14.28,-0.07,-0.49%,"97,500"
KOHC,219.59,218.00,223.00,218.00,222.36,2.77,1.26%,"95,600"
RAVTDEF,7.99,8.50,8.50,7.70,7.77,-0.22,-2.75%,"88,000"
YOUW,3.91,3.90,3.95,3.90,3.90,-0.01,-0.26%,"87,500"
POL,402.79,403.85,403.90,398.50,400.47,-2.32,-0.58%,"85,942"
NCLXD,38.00,37.75,38.39,37.75,38.20,0.20,0.53%,"82,500"
ATBA,244.00,248.50,255.50,244.00,250.40,6.40,2.62%,"81,100"
CSIL,2.59,2.60,2.63,2.59,2.62,0.03,1.16%,"75,000"
QUICE,4.44,4.49,4.50,4.44,4.45,0.01,0.23%,"69,500"
SEPL,169.74,170.00,171.75,169.99,170.00,0.26,0.15%,"68,000"
MERIT,13.76,13.66,14.05,13.66,13.98,0.22,1.60%,"68,000"
MFFL,289.47,286.02,311.18,283.50,305.04,15.57,5.38%,"66,100"
IMLDEF,16.00,16.01,16.50,16.00,16.15,0.15,0.94%,"66,000"
DFMLDEF,7.17,7.06,7.21,7.01,7.04,-0.13,-1.81%,"64,500"
SPWL,15.00,15.17,15.17,14.62,15.01,0.01,0.07%,"64,500"
FEROZXB,315.03,315.00,316.90,312.01,312.98,-2.05,-0.65%,"62,400"
GLAXO,185.46,184.51,186.48,184.00,185.12,-0.34,-0.18%,"59,400"
SSML,5.79,5.73,5.91,5.72,5.90,0.11,1.90%,"59,000"
BNWM,46.00,46.49,48.99,46.45,47.75,1.75,3.80%,"58,000"
HIFA,3.24,3.46,3.48,3.05,3.10,-0.14,-4.32%,"57,000"
NATF,212.55,214.75,214.75,209.20,209.95,-2.60,-1.22%,"56,900"
UDPL,45.06,48.40,48.43,47.00,48.43,3.37,7.48%,"55,500"
NEXT,8.60,9.05,9.09,8.50,8.51,-0.09,-1.05%,"55,000"
MFL,22.72,22.25,22.88,22.25,22.80,0.08,0.35%,"55,000"
BILFDEF,1.60,1.82,1.82,1.55,1.58,-0.02,-1.25%,"53,500"
DCR,10.70,10.68,10.75,10.64,10.70,0.00,0.00%,"53,000"
DWSMDEF,3.15,3.20,3.31,3.17,3.19,0.04,1.27%,"51,000"
FLYNG,9.70,9.72,9.80,9.50,9.69,-0.01,-0.10%,"45,500"
CYAN,33.52,33.00,34.35,33.00,34.23,0.71,2.12%,"45,500"
TGL,87.76,87.51,88.25,86.90,87.01,-0.76,-0.87%,"44,500"
SBL,8.00,8.50,8.65,7.70,7.70,-0.30,-3.75%,"44,000"
786,11.00,11.19,11.19,10.90,11.05,0.05,0.45%,"44,000"
BNL,39.56,40.85,42.50,37.01,40.17,0.61,1.54%,"43,500"
DSIL,2.28,2.24,2.30,2.20,2.22,-0.06,-2.63%,"43,000"
PAKD,72.93,77.50,78.39,75.81,78.39,5.46,7.49%,"43,000"
FRCL,19.50,18.21,18.87,18.04,18.11,-1.39,-7.13%,"41,000"
IBLHL,95.62,96.00,97.00,95.35,96.00,0.38,0.40%,"41,000"
GHGL,63.83,63.50,63.95,63.40,63.51,-0.32,-0.50%,"39,500"
FATIMA,27.81,27.75,28.16,27.75,27.85,0.04,0.14%,"37,000"
CWSMDEF,2.00,2.02,2.05,1.95,2.05,0.05,2.50%,"37,000"
MFFLR,198.41,195.09,200.00,187.00,196.39,-2.02,-1.02%,"36,800"
CLOV,77.41,77.00,77.99,76.70,77.29,-0.12,-0.16%,"36,500"
ACPL,145.15,145.15,145.75,144.00,144.58,-0.57,-0.39%,"36,000"
SCBPL,34.62,34.10,34.90,34.10,34.50,-0.12,-0.35%,"36,000"
HABSM,35.25,35.75,36.00,35.21,35.90,0.65,1.84%,"35,500"
MARI,"1,399.79","1,398.00","1,404.00","1,382.00","1,384.20",-15.59,-1.11%,"34,820"
PKGS,559.53,560.00,570.00,560.00,564.96,5.43,0.97%,"34,700"
MTL,"1,085.13","1,094.00","1,107.00","1,090.16","1,099.93",14.80,1.36%,"33,400"
TRIPF,169.01,171.48,171.48,165.50,167.23,-1.78,-1.05%,"29,500"
HSM,17.24,17.50,17.50,17.03,17.13,-0.11,-0.64%,"29,500"
ABL,82.20,82.90,83.00,82.00,83.00,0.80,0.97%,"29,000"
POML,193.00,192.50,207.47,189.00,206.39,13.39,6.94%,"26,200"
APL,322.86,320.00,324.00,320.00,322.43,-0.43,-0.13%,"26,100"
BPL,28.65,28.79,29.65,28.79,29.25,0.60,2.09%,"25,000"
BIFO,151.01,150.00,152.00,149.00,149.76,-1.25,-0.83%,"23,800"
HICL,8.49,8.45,8.50,8.45,8.50,0.01,0.12%,"21,000"
SHFA,206.45,209.45,209.47,204.15,204.73,-1.72,-0.83%,"20,600"
IGIHL,196.67,195.05,198.50,195.00,198.50,1.83,0.93%,"20,600"
RUBYDEF,8.35,7.35,7.70,7.35,7.35,-1.00,-11.98%,"20,500"
SSOM,95.00,93.00,93.00,87.88,88.28,-6.72,-7.07%,"20,000"
FECTC,33.75,33.70,34.00,33.00,33.35,-0.40,-1.19%,"19,500"
HMB,38.83,38.95,38.99,38.50,38.65,-0.18,-0.46%,"19,500"
GVGL,40.75,41.75,41.75,40.75,41.51,0.76,1.87%,"19,000"
ICI,712.36,710.00,710.05,702.00,703.69,-8.67,-1.22%,"18,400"
SARC,35.23,37.87,37.87,36.00,36.17,0.94,2.67%,"18,000"
RUPL,21.36,21.99,22.96,20.50,20.50,-0.86,-4.03%,"17,500"
ESBL,9.76,9.90,9.90,9.65,9.70,-0.06,-0.61%,"17,500"
PICT,180.14,181.00,181.00,179.50,179.67,-0.47,-0.26%,"16,700"
ASTM,8.10,8.29,8.29,7.90,8.15,0.05,0.62%,"16,500"
KML,35.50,35.99,37.50,35.99,36.13,0.63,1.77%,"16,000"
HINOON,645.67,650.00,650.00,638.00,638.00,-7.67,-1.19%,"15,950"
JVDC,22.50,23.50,23.65,23.50,23.65,1.15,5.11%,"15,500"
DAWHXD,119.45,119.99,120.00,118.55,119.24,-0.21,-0.18%,"14,683"
IDSM,25.00,24.00,24.50,24.00,24.00,-1.00,-4.00%,"14,500"
JSIL,25.50,23.70,23.70,23.60,23.60,-1.90,-7.45%,"14,000"
MZNP-ETF,10.43,10.25,10.31,10.20,10.26,-0.17,-1.63%,"13,500"
ABOT,767.14,735.00,767.85,735.00,764.20,-2.94,-0.38%,"13,450"
PNSC,90.70,90.50,90.50,90.00,90.10,-0.60,-0.66%,"13,000"
HRPL,32.60,32.50,33.75,32.50,32.90,0.30,0.92%,"13,000"
UNIC,8.10,7.91,7.91,7.86,7.86,-0.24,-2.96%,"12,500"
TPLT,10.00,9.80,9.98,9.76,9.92,-0.08,-0.80%,"12,000"
JLICL,361.47,362.50,363.90,360.55,362.42,0.95,0.26%,"11,600"
FTMM,14.49,0.00,14.50,14.50,14.49,0.00,0.00%,"11,500"
SPLCDEF,1.29,1.40,1.40,1.32,1.32,0.03,2.33%,"11,500"
PAKOXY,158.85,159.50,159.90,156.50,158.06,-0.79,-0.50%,"11,200"
SNAI,49.75,49.75,49.75,49.68,49.68,-0.07,-0.14%,"11,000"
PPP,98.90,94.01,95.00,94.01,95.00,-3.90,-3.94%,"10,500"
CPPL,205.02,205.02,209.24,204.00,208.03,3.01,1.47%,"10,500"
GSKCH,267.78,268.00,268.00,266.00,267.00,-1.78,-0.66%,"10,100"
SERT,15.35,15.05,15.40,14.90,15.04,-0.31,-2.02%,"10,000"
ADMM,88.89,89.00,90.00,88.85,89.00,0.11,0.12%,"10,000"
ARPL,573.20,573.00,593.00,572.01,575.32,2.12,0.37%,"10,000"
GFIL,4.21,4.50,4.50,4.25,4.26,0.05,1.19%,"10,000"
INDU,"1,175.62","1,180.00","1,180.00","1,160.00","1,162.13",-13.49,-1.15%,"9,050"
SRVI,723.61,730.00,741.00,730.00,738.91,15.30,2.11%,"9,000"
MTILDEF,8.59,8.23,8.46,8.10,8.25,-0.34,-3.96%,"8,500"
DYNO,196.65,197.00,200.00,197.00,198.15,1.50,0.76%,"8,500"
JGICL,45.80,46.95,46.95,46.90,46.95,1.15,2.51%,"8,500"
PPVCDEF,3.62,3.36,3.50,3.26,3.50,-0.12,-3.31%,"8,000"
JKSM,37.61,36.30,37.60,36.30,37.54,-0.07,-0.19%,"8,000"
FCSCDEF,1.21,1.25,1.25,1.19,1.21,0.00,0.00%,"8,000"
DLL,204.95,207.72,215.00,207.72,215.00,10.05,4.90%,"7,900"
INKL,13.42,14.25,14.42,13.99,14.42,1.00,7.45%,"7,500"
PKGIDEF,3.38,2.80,2.99,2.80,2.86,-0.52,-15.38%,"7,000"
HAEL,7.09,7.15,7.30,7.00,7.00,-0.09,-1.27%,"7,000"
SLL,3.38,3.25,3.50,3.25,3.35,-0.03,-0.89%,"7,000"
MODAM,4.17,4.21,4.21,4.17,4.17,0.00,0.00%,"7,000"
SHCM,20.76,22.31,22.31,22.25,22.31,1.55,7.47%,"7,000"
EXIDE,354.00,355.00,365.00,346.10,360.11,6.11,1.73%,"6,800"
JATM,7.75,7.75,7.75,7.35,7.60,-0.15,-1.94%,"6,500"
FML,99.00,98.90,98.90,97.00,97.50,-1.50,-1.52%,"6,500"
TPLP,9.13,9.36,9.36,9.12,9.13,0.00,0.00%,"6,500"
PSYL,19.38,19.38,19.50,19.38,19.49,0.11,0.57%,"6,000"
STML,31.00,33.25,33.25,33.25,33.25,2.25,7.26%,"6,000"
THALL,457.12,453.01,462.40,453.00,458.68,1.56,0.34%,"5,500"
KOHE,34.00,33.00,33.00,33.00,33.00,-1.00,-2.94%,"5,000"
LEUL,13.92,14.15,14.19,13.57,13.74,-0.18,-1.29%,"5,000"
AGIC,24.10,24.00,24.99,24.00,24.50,0.40,1.66%,"5,000"
ATLH,500.00,495.00,500.00,495.00,499.45,-0.55,-0.11%,"4,700"
BAPLDEF,18.40,18.06,19.00,18.02,18.02,-0.38,-2.07%,"4,500"
AHL,55.54,56.00,56.00,55.15,55.15,-0.39,-0.70%,"4,500"
PAKMI,1.64,1.57,1.65,1.57,1.65,0.01,0.61%,"4,500"
NPL,22.72,23.05,23.15,23.00,23.15,0.43,1.89%,"4,500"
HGFA,8.85,8.50,8.55,8.50,8.55,-0.30,-3.39%,"4,000"
SML,40.55,40.00,40.00,40.00,40.00,-0.55,-1.36%,"4,000"
BUXL,78.00,77.00,77.00,77.00,77.00,-1.00,-1.28%,"4,000"
ORIXMXD,17.65,17.50,17.50,17.50,17.50,-0.15,-0.85%,"4,000"
HIRATDEF,2.85,2.82,2.83,2.81,2.83,-0.02,-0.70%,"4,000"
JSGCL,64.45,63.00,64.97,63.00,64.00,-0.45,-0.70%,"4,000"
SHSML,100.13,100.25,101.35,100.00,100.10,-0.03,-0.03%,"4,000"
KOHPDEF,3.65,3.70,3.78,3.55,3.78,0.13,3.56%,"4,000"
KSBP,389.00,390.00,400.00,385.01,398.76,9.76,2.51%,"3,800"
EMCO,32.15,34.25,34.25,30.00,30.50,-1.65,-5.13%,"3,500"
SAIF,14.70,14.70,14.70,14.11,14.15,-0.55,-3.74%,"3,500"
SANSM,15.00,14.60,14.60,14.50,14.50,-0.50,-3.33%,"3,500"
PMI,1.07,1.07,1.07,1.05,1.06,-0.01,-0.93%,"3,500"
BRR,10.43,10.44,10.44,10.15,10.39,-0.04,-0.38%,"3,500"
DEL,5.02,5.25,5.25,5.01,5.01,-0.01,-0.20%,"3,500"
FCIBL,6.75,6.90,6.90,6.41,6.85,0.10,1.48%,"3,500"
MACTER,157.00,163.40,165.99,163.40,163.89,6.89,4.39%,"3,500"
IGIL,62.00,60.01,61.01,60.00,60.00,-2.00,-3.23%,"3,000"
ATIL,59.45,58.60,60.00,58.60,59.42,-0.03,-0.05%,"3,000"
SLYTDEF,4.41,4.45,4.45,4.45,4.45,0.04,0.91%,"3,000"
AGIL,235.00,238.89,240.00,237.00,238.00,3.00,1.28%,"2,800"
AGTL,380.00,380.00,380.02,380.00,380.00,0.00,0.00%,"2,700"
GADT,198.00,198.00,198.00,197.00,197.50,-0.50,-0.25%,"2,600"
EFUG,116.00,118.80,119.00,118.00,118.67,2.67,2.30%,"2,600"
KPUS,73.99,68.45,68.45,68.45,68.45,-5.54,-7.49%,"2,500"
MCBAH,28.83,28.51,28.51,28.50,28.50,-0.33,-1.14%,"2,500"
IBFL,73.67,70.00,73.00,70.00,73.00,-0.67,-0.91%,"2,500"
FUDLM,7.37,7.50,7.50,7.32,7.32,-0.05,-0.68%,"2,500"
NICL,89.00,84.11,89.00,84.11,88.67,-0.33,-0.37%,"2,500"
BCL,100.00,102.49,102.49,98.00,100.00,0.00,0.00%,"2,500"
HMM,8.00,8.45,8.45,8.00,8.00,0.00,0.00%,"2,500"
ICIBL,0.92,0.92,0.93,0.92,0.93,0.01,1.09%,"2,500"
BIPLS,10.28,11.09,11.09,10.50,10.50,0.22,2.14%,"2,500"
AELDEF,9.25,9.00,9.75,9.00,9.75,0.50,5.41%,"2,500"
EFUL,191.00,191.06,192.84,191.05,191.50,0.50,0.26%,"2,100"
FECM,3.00,3.00,3.00,2.70,2.71,-0.29,-9.67%,"2,000"
ADOS,24.25,24.01,24.01,24.00,24.01,-0.24,-0.99%,"2,000"
POWERPS,10.51,10.52,10.52,10.51,10.51,0.00,0.00%,"2,000"
DNCCDEF,9.25,8.55,9.50,8.55,9.50,0.25,2.70%,"2,000"
ISIL,397.50,368.01,410.00,368.01,409.99,12.49,3.14%,"1,900"
KHTC,411.34,415.00,415.00,400.00,403.60,-7.74,-1.88%,"1,800"
JDWS,227.99,225.50,232.75,225.50,232.75,4.76,2.09%,"1,800"
SHEZ,333.00,311.01,340.00,311.01,337.25,4.25,1.28%,"1,600"
DAAG,11.00,11.20,11.20,10.87,10.87,-0.13,-1.18%,"1,500"
FPRM,6.15,6.14,6.14,6.10,6.10,-0.05,-0.81%,"1,500"
REWM,38.90,38.99,39.00,38.99,39.00,0.10,0.26%,"1,500"
SHDT,32.77,32.90,32.98,32.90,32.98,0.21,0.64%,"1,500"
REDCO,6.10,6.15,6.30,6.15,6.22,0.12,1.97%,"1,500"
ARUJ,13.90,14.90,14.90,14.90,14.90,1.00,7.19%,"1,500"
LPGL,15.04,16.15,16.15,16.15,16.15,1.11,7.38%,"1,500"
SCL,260.00,265.00,279.50,265.00,279.50,19.50,7.50%,"1,500"
ASHT,9.52,10.40,10.40,10.40,10.40,0.88,9.24%,"1,500"
BWCL,157.21,155.00,156.00,154.00,155.10,-2.11,-1.34%,"1,400"
MUREB,545.00,545.00,545.00,545.00,545.00,0.00,0.00%,"1,350"
EWIC,95.00,102.12,102.12,102.11,102.12,7.12,7.49%,"1,300"
BCML,44.05,41.01,41.01,41.00,41.00,-3.05,-6.92%,"1,000"
SHNI,4.55,4.35,4.35,4.35,4.35,-0.20,-4.40%,"1,000"
BFMOD,6.20,6.20,6.20,6.20,6.20,0.00,0.00%,"1,000"
AHCL,37.50,37.50,37.80,37.50,37.80,0.30,0.80%,"1,000"
PHDL,94.00,94.00,95.00,94.00,95.00,1.00,1.06%,"1,000"
FHAM,9.70,9.97,9.97,9.97,9.97,0.27,2.78%,"1,000"
QUET,8.64,8.89,8.89,8.89,8.89,0.25,2.89%,"1,000"
AMBL,19.99,19.20,20.95,19.20,20.95,0.96,4.80%,"1,000"
GOC,48.60,52.20,52.20,52.10,52.20,3.60,7.41%,"1,000"
NSRM,19.15,20.58,20.58,20.58,20.58,1.43,7.47%,"1,000"
TSBL,8.84,9.84,9.84,9.83,9.83,0.99,11.20%,"1,000"
HINO,424.50,410.00,428.00,410.00,427.00,2.50,0.59%,800
GLPL,350.00,354.45,354.45,342.00,342.50,-7.50,-2.14%,700
WYETH,"1,106.25","1,100.25","1,100.50","1,082.20","1,099.00",-7.25,-0.66%,600
SIEM,532.06,535.00,535.00,532.00,532.00,-0.06,-0.01%,600
AWWALXD,9.76,9.00,9.00,9.00,9.00,-0.76,-7.79%,500
SMTMDEF,3.79,3.50,3.50,3.50,3.50,-0.29,-7.65%,500
FIMM,110.11,101.88,101.88,101.88,101.88,-8.23,-7.47%,500
JOPPDEF,53.00,49.50,49.50,49.50,49.50,-3.50,-6.60%,500
BAFS,31.15,29.11,29.11,29.11,29.11,-2.04,-6.55%,500
